year,month,date,district,period,location,count,caseNo,content,source
114,11,114/11/26,板橋區,未註明,板橋區 中山路一段,1,J251126-4061,我住新北市政府對面，中山路一段這邊一堆改車違規的人，導致本人不堪其擾，尤其這邊是新北市政府，是市府的門面，市府不應該放任這些違規的人，請市府可以裝設噪音偵測機器。否則請警察加強取締！市府都有警察站崗，為何都無作為？,1999市政信箱
114,11,114/11/28,三重區,夜間,三重區 三重區名源街 / 整條名源街,1,H251128-2347,三重區名源街26號一帶，整條名源街晚上22時以後長期有改裝車行經致噪音擾鄰，故請單位研議設置科技執法、加強取締。,1999市政信箱
114,11,114/11/28,土城區,未註明,土城區 土城區中華路二段 / 整條中華路二段,1,H251128-2278,土城區中華路二段，整條中華路二段雙向於每天23:00至02:00間持續有改裝汽車排氣管噪音擾民，請單位加強巡邏取締。,1999市政信箱
114,11,114/11/28,汐止區,未註明,汐止區 在汐止區保一街 / 保長路,1,J251128-4414,在汐止區保一街，保長路等保長里一帶，經常有汽機車噪音，在微風小城後面更有透過喇叭放機器噪音，請在環保局確實稽查取締，在這附近裝設科技執法攝影機，以維護安寧 另外，青松市社區裡，住戶經常大力關門，製造巨響，或在屋裡吵鬧製造巨響，或有狗叫聲等，請督責管委會偕同警方查處 謝謝！,1999市政信箱
114,11,114/11/28,烏來區,夜間,烏來區 00飆車族都跑到新北市烏來區公所前面馬路,1,J251128-4167,11/21號開始每天23:00~03:00飆車族都跑到新北市烏來區公所前面馬路來回飆車產生噪音，都不用睡覺了，,1999市政信箱
114,11,114/11/29,五股區,未註明,五股區 五股區五福路 / 從工商路,1,H251129-2185,五股區五福路，從工商路口到「錦里花園」社區前圓環路段，幾乎每天01:00至02:00左右會有一群機車快速經過產生噪音，請單位加強巡邏稽查或設置科技執法取締。,1999市政信箱
114,11,114/11/29,三重區,未註明,三重區 三重區光明路,1,H251129-2182,三重區光明路67號，該址社區地下停車場晚間常有一輛疑似改裝車(車號:BYQ-7777)發動，到出入口處停留約1分鐘後才離開，全程都會傳出極大低頻聲響，導致大樓管道間產生共鳴噪音擾鄰，請單位查處及要求改善。,1999市政信箱
114,11,114/11/29,板橋區,未註明,板橋區 板橋區長江路一段,1,H251129-2031,板橋區長江路一段130號，上址一帶於11/29 06:53至06:56間及每天22:00後傳出重機改裝引擎排氣管噪音，請單位加強巡邏取締。,1999市政信箱
114,11,114/11/30,板橋區,夜間,板橋區 板橋區浮洲橋 / 近沙崙里側橋,1,H251130-2012,板橋區浮洲橋，近沙崙里側橋梁長期於夜間有改裝車行經、導致噪音擾鄰，故請單位設置聲音照相科技執法進行取締。,1999市政信箱
114,11,114/11/30,中和區,未註明,中和區 連城路 / 不知道是窗戶成本太低沒有隔音效果還是連城路,1,J251130-4013,中和區 連城路142號 不知道是窗戶成本太低沒有隔音效果還是連城路每晚改裝機車、改裝汽車特別多，噪音問題非常擾人，住社宅的人每天已經要辛苦上班了，每晚被噪音弄的睡不好豈不是容易中風造成社會負擔？裝一隻噪音取締吧？還是每一戶改加裝氣密窗？真的拜託救救可憐的市民，好好懲罰那些改車擾民的底層,1999市政信箱
114,11,114/11/30,五股區,未註明,五股區 五股區新台五路二段與芳洲路,1,H251129-2231,五股區新台五路二段與芳洲路口，有改裝排氣管的汽機車會在22:00至翌日01:30出沒，並且會製造聲響擾寧，請相關單位加強取締。,1999市政信箱
114,12,114/12/01,深坑區,未註明,深坑區 深坑區機車改管、製造噪音情況嚴重，請市長指示相關單位強力,1,J251201-4346,深坑區機車改管、製造噪音情況嚴重，請市長指示相關單位強力聯合稽查並取締，還給深坑區區民一個安靜、安全的生活環境。 深坑區的環保單位長期消極，怠於執行職務，對公共汙染的問題長期無作為，讓深坑區確實淪為一個次級生活圈，不良少年喜歡改管，反正新北市政府也不取締，改管情況嚴重，讓深坑區跟鄰近的文山區形成強烈對比，市長跟區長應該深自檢討，不要讓新北市(深坑區)成為改管機車的天堂，犧牲一般老百姓的生活品質。 ps.以上意見請審慎處理後回復，否則一律填寫非常不滿意,1999市政信箱
114,12,114/12/01,蘆洲區,未註明,蘆洲區 仁愛街 / 蘆洲仁愛街的改裝車噪音以及小巷,1,J251201-4109,蘆洲區 仁愛街 58號一帶 請市長好好面對一下  多次反應 蘆洲仁愛街的改裝車噪音以及小巷弄內的垃圾亂丟 噪音監控開罰以及監視器設置很難嗎!? 為什麼反應後 都回覆 查無行為人 草草結案 當然查不到 改裝車 呼嘯而過．亂丟垃圾還會等你來抓?? 麻煩正視這些生活小問題 別不作為 謝!,1999市政信箱
114,12,114/12/01,板橋區,夜間,板橋區 板橋 / 南雅西路一段,1,J251201-4536,板橋區 南雅西路一段2.每日晚上均有改裝車行駛，喇叭聲音造成民眾困擾，請於此安裝科技執法或噪音偵測照相。 3.圖中黃色網線兩側紅線處經常性有貨車臨停，白天造成會車困難，行車視線受影響，晚上有貨車按喇叭噪音影響，請協助安裝科技執法，杜絕大車在此違規。,1999市政信箱
114,12,114/12/02,土城區,未註明,土城區 中央路一段262巷,1,J251202-4004,土城區 中央路一段262巷20號 近1年案內所提出的地點，2350到0030時，每天有未裝有消音器之汽車停靠，噪音分貝超過80分貝。附近居民吵到睡不著。請派專人執行噪音取締。,1999市政信箱
114,12,114/12/02,林口區,夜間,"林口區 近日雲林檢警合作打擊飆車改裝車, 檢調經過多日調查確認犯",1,J251202-4182,"近日雲林檢警合作打擊飆車改裝車, 檢調經過多日調查確認犯案人士與車輛進行逮捕並查扣車輛! 林口台地每天晚上都有飆車改裝車輛行走~~是否可以效法雲林??",1999市政信箱
114,12,114/12/03,永和區,夜間,永和區 環河西路二段至一段,1,J251203-4635,環河西路二段至一段，夜晚改裝排氣管機車吵死，請警察幫忙處理這些吵死人的改裝車，謝謝,1999市政信箱
114,12,114/12/04,土城區,夜間,土城區 土城區金城路二段 / 該址路段,1,H251204-2049,土城區金城路二段，近中正國中，該址路段凌晨02:00到03:00時段，長期有疑似未成年人騎乘改裝排氣管的機車，或是將車裝音響的音量調大製造聲響擾寧,1999市政信箱
114,12,114/12/05,板橋區,未註明,板橋區 板橋區縣民大道一段,1,H251205-2176,板橋區縣民大道一段3號「萬禧園社區」前，長期21:00到10:00之間常有很多違規改裝的汽機車行駛，以及很多汽機車超速行駛，會有噪音擾鄰，希望單位設置科技執法及加強取締。,1999市政信箱
114,12,114/12/05,三重區,假日,三重區 三重區仁愛街 / 三和路四段,1,J251205-4298,三重區仁愛街、三和路四段、蘆洲區中山一路 近一個月於晚間約23點以後都有汽機車刻意製造噪音，附近住戶已受到影響且假日更是嚴重。,1999市政信箱
114,12,114/12/06,新莊區,未註明,新莊區 新莊區中正路 / 近台64快速道路,1,H251206-2233,1.新莊區中正路、近台64快速道路附近，近期改裝汽、機車行經產生噪音妨害安寧狀況越來越頻繁，請單位加強取締、督導改善。,1999市政信箱
114,12,114/12/07,鶯歌區,未註明,鶯歌區 新北市鶯歌區國中街,1,J251207-4216,新北市鶯歌區國中街時有改排氣管之汽、機車行駛，產生噪音嚴重影響住戶安寧,1999市政信箱
114,12,114/12/07,板橋區,未註明,板橋區 改裝車噪音一直都是長江路 / 儘管曾陳情過相關噪音問題並見長江路一段,1,J251207-4163,改裝車噪音一直都是長江路周遭非常惱人的現象，儘管曾陳情過相關噪音問題並見長江路一段沿途掛設噪音檢舉的警示牌，噪音現象曾一度稍有改善，但因為沿途雙向車道都未見監測與取締設施，僅有警示牌卻無取締早已喪失嚇阻作用,1999市政信箱
114,12,114/12/07,淡水區,未註明,淡水區 前方的民權路及附近巷,1,H251207-2088,淡水區「捷運竹圍站」前方的民權路及附近巷弄，晚間經常會有改裝汽機車行經妨害安寧，故建議增設聲音照相科技執法設備，請單位研議實行。,1999市政信箱
114,12,114/12/07,中和區,未註明,中和區 我長期居住在秀朗橋 / 深感社區下方安坑往永和方向的地下道及環快道路,1,J251207-4109,"我長期居住在秀朗橋站腹附近的大型社區,多年來,深感社區下方安坑往永和方向的地下道及環快道路噪音影響,尤其是沒有下雨的時候,噪音車輛就會很多,尤其河堤段會有回音導致噪音",1999市政信箱
114,12,114/12/08,中和區,未註明,中和區 中和區興南路二段188號沿線,1,H251208-2247,中和區興南路二段188號沿線，往烘爐地方向，長期有改裝機車、汽車行經，噪音影響附近住戶，請單位研議是否可設置科執法開罰。,1999市政信箱
114,12,114/12/09,蘆洲區,未註明,蘆洲區 蘆洲區仁愛街62巷 / 三重環河北路二段,1,J251209-4273,蘆洲區 蘆洲區仁愛街62巷口. 三重環河北路二段的安全島 ，在此設置監視器，也可一併抓噪音改裝車,1999市政信箱
114,12,114/12/09,蘆洲區,夜間,蘆洲區 新北市蘆洲區民族路422巷,1,J251209-4556,新北市蘆洲區民族路422巷及堤外便道，深夜經常有改裝車輛發出排氣管巨大噪音，而且車輛會刻意地猛加油門，產生爆炸音，嚴重影響安寧，煩請進行檢核作業，恢復安寧，謝謝。,1999市政信箱
114,12,114/12/09,板橋區,未註明,板橋區 板橋 / 信義路,1,J251209-4545,板橋區 信義路198號7樓之1（大樓名稱：信義樂章），因信義路是板橋通往土城往返的主要道路之一，故車流量相當龐大，但仍有許多汽機車噪音非常的大,1999市政信箱
114,12,114/12/10,汐止區,夜間,汐止區 評估於汐止區新台五路二段 / 此路段為環島1號線,1,J251210-4551,評估於汐止區新台五路二段9號附近設置固定式測速照相或噪音執法設備。此路段為環島1號線，也是北海岸回程主要路線，夜晚有噪音車輛及高速行駛駕駛，影響生活品質。,1999市政信箱
114,12,114/12/10,中和區,未註明,中和區 前陣子警察會頻繁在路,1,J251210-4464,中和區  前陣子警察會頻繁在路邊取締改造排氣管的機車，但沒多久就又都沒有了，居住安寧應該是每個居民理應享有的權利，但許多機車騎士改造排氣管，行車產生噪音，應依照噪音防制法加強取締,1999市政信箱
114,12,114/12/10,林口區,未註明,林口區 林口區寶林路,1,H251210-2205,林口區寶林路，常有砂石車行經，煞車與喇叭聲音擾鄰，建議在此裝設「聲音照相-科技執法」，請單位研議辦理。,1999市政信箱
114,12,114/12/10,三重區,夜間,三重區 三重區重安街及重安街上方台1高架路段 / 深夜時段,1,J251210-4226,三重區重安街及重安街上方台1高架路段，深夜時段常有改裝噪音車擾鄰情事一案,1999市政信箱
114,12,114/12/10,林口區,夜間,林口區 文化二路一段 / 公車站牌陳情舉發柴油公車於新北市林口區文化二路一段,1,J251210-4090,林口區 文化二路一段「世貿芳鄰」公車站牌陳情舉發柴油公車於新北市林口區文化二路一段「世貿芳鄰」公車站牌，於夜間及清晨時段，因重加速產生高頻率且嚴重之引擎與排氣管噪音影響周邊住戶安寧,1999市政信箱
114,12,114/12/10,板橋區,未註明,板橋區 有關板橋區中山路二段與三民路一段口沿線,1,H251210-2007,民眾曾反映案件H251020-2012，有關板橋區中山路二段與三民路一段口沿線改裝車辦案疑義一案，由於至今仍未改善，故再度申訴，請單位務必加強取締。,1999市政信箱
114,12,114/12/10,中和區,未註明,中和區 235新北市中和區和城路一段 / 該路段每晚都有車輛飆車或炸街,1,J251210-4176,中和區 235新北市中和區和城路一段(靠近法國玫瑰)該路段每晚都有車輛飆車或炸街的情況，造成嚴重噪音影響。建議增設科技執法設備，以改善噪音污染並維護居民的生活環境品質。,1999市政信箱
114,12,114/12/11,泰山區,夜間,泰山區 泰山區辭修路,1,J251211-4487,泰山區辭修路7號 泰山高中夜間部每天晚上2200下課，喧嘩吵鬧三字經、改裝車噪音、飆車競速已經危害旁邊住宅居民生活，極大反感，希望警察可以每天來取締開罰。,1999市政信箱
114,12,114/12/12,板橋區,夜間,板橋區 板橋區長江路一段 / 上述路段,1,H251212-2290,板橋區長江路一段，上述路段每日晚間23時至凌晨1時間，會有改裝車行經致噪音擾鄰，請單位設置聲音照相取締、並加強取締。,1999市政信箱
114,12,114/12/12,板橋區,未註明,板橋區 板橋區實踐路 / 該路段,1,H251212-2285,板橋區實踐路，該路段於22:30後常有改裝排氣管的機車來回行駛、飆車，其產生的聲響已嚴重影響附近住戶安寧，請單位加強取締及稽查。,1999市政信箱
114,12,114/12/12,中和區,未註明,中和區 新北市中和區南山路 / 不是個可以供機車穿越過的巷,1,J251212-4225,"新北市中和區南山路174(巷)，巷尾本來只有行人可以通過，不是個可以供機車穿越過的巷子，但或許是為了方便後來巷尾通道加大變成機車可以通過，但這造成了 1.巷弄噪音增加打擾住戶的安寧, 2. 行人走在巷子內未讓機車通過被按喇叭，想詢問1. 在這個巷子是否能增設行人優先告示? 2.加大巷尾讓機車可以穿過巷尾是否合理?",1999市政信箱
114,12,114/12/12,鶯歌區,未註明,鶯歌區 南雅路 / 之前有段,1,J251212-4127,鶯歌區 南雅路 南雅路時常有改裝排氣管的機車，製造噪音，之前有段時間還挺安靜的。另外兆宇前跟破鑼都會有很多違停的汽機車阻攔交通，讓行人變的超級危險。再麻煩加強管制，謝謝。,1999市政信箱
114,12,114/12/12,土城區,夜間,土城區 延壽路路段 / 在延壽路段,1,J251212-4040,土城區 延壽路路段 每天晚上半夜都是飆車族，真的很吵吵到無法睡覺，一堆改裝騎機車，在延壽路段來回飆車，有沒有有關單位可以在這裡取締改裝車輛啊？,1999市政信箱
114,12,114/12/13,蘆洲區,夜間,蘆洲區 反映蘆洲區三民路,1,J251213-4306,反映蘆洲區三民路夜間汽機車噪音及高速行駛影響安寧與安全,1999市政信箱
114,12,114/12/14,板橋區,未註明,板橋區 板橋 / 中山路二段靠近光復橋,1,B251214-0026,板橋區 中山路二段靠近光復橋 不知道政府單位人員有沒有實測過，板橋區中山路二段往台北方向的紅綠燈，可以一路從三民路到光復橋暢行無阻，因此經常有機車騎上光復橋時車速過快，有些機車還伴隨著改管的噪音，附近居民深受其擾。不能在上橋前加裝一台測速照相機嗎？這樣既可讓飆仔減速，又能增加罰單的收入，安全變高、金錢變多，噪音變少，一舉多得，實在想不到不裝的理由。,1999市政信箱
114,12,114/12/15,永和區,夜間,永和區 永和區民生路67巷,1,H251215-2316,永和區民生路67巷7號，該址夜間經常傳出人的講話聲及改裝車多次進出噪音，民眾已多次向警方反映，但至今仍未獲改善，認為辦案效率不佳，故予以申訴。,1999市政信箱
114,12,114/12/15,新店區,假日,新店區 北宜路2段,1,J251215-4298,北宜路2段一到假日許多重機一大早07:00左右就開始陸續來飆車，這時兩旁社區居民可能都還在睡眠當中就被這些擾人清夢的重機噪音吵醒，希望除了警方加強取締改裝排氣管違規噪音車輛外，希望市長能幫忙想想辦法能否有更好的方法遏止這些重機噪音，這附近的居民真的被這些重機吵的苦不堪言，例如在社區沿途再多加噪音超速照相等等，麻煩市長幫忙了，非常感謝。,1999市政信箱
114,12,114/12/15,淡水區,未註明,淡水區 淡水區新民街120巷,1,H251215-2084,淡水區新民街120巷25號，該址周圍每日22:00至02:00間，傳出改裝車噪音擾鄰，請單位稽查。,1999市政信箱
114,12,114/12/16,三重區,夜間,三重區 神農街 / 64快速道路,1,J251216-4538,三重區 神農街207號4樓之7 最近9點晚上左右開始 不曉得是旁邊的 64快速道路還是13號越堤道 都有改裝的車輛在飆車 催油門的聲音，導致兩歲的小孩半夜都會驚醒，實在非常困擾，希望能加派員警在此兩處做噪音臨檢，,1999市政信箱
114,12,114/12/16,板橋區,夜間,板橋區 板橋區實踐路 / 建請單位於此路段,1,H251216-2318,板橋區實踐路42號，前述地址長期於晚上22點後有改裝車機車行經，所生之噪音嚴重擾鄰，建請單位於此路段增設聲音照相科技執法設備取締作用。,1999市政信箱
114,12,114/12/16,板橋區,夜間,板橋區 板橋 / 長江路一段,1,J251216-4270,板橋區 長江路一段9號 常常晚上會有1-2台汽車改過排氣管炸街.家裡有小孩都被嚇哭.白天怎樣都能忍受.晚上真的很讓人反感.大人嚇倒無所謂.小孩睡覺時都會被嚇醒.麻煩有關單位強制取締.,1999市政信箱
114,12,114/12/17,蘆洲區,未註明,蘆洲區 蘆洲區三民路與民族路 / 因三民路,1,H251217-2150,蘆洲區三民路與民族路，因三民路為主幹道，然於該路口的前後段卻經常會有改裝車呼嘯行經，影響周邊住戶生活品質，故請單位前往勘查，並研議增設噪音科技執法。,1999市政信箱
114,12,114/12/17,淡水區,未註明,淡水區 淡水區淡金路與坪頂路 / 因淡金路上雙向的車輛在坪頂路,1,H251216-2321,淡水區淡金路與坪頂路口，因淡金路上雙向的車輛在坪頂路口停等紅燈的時間較長，當燈號變換為綠燈後，就會有汽機車催油門起步的噪音，且非常大聲，民眾反映單位先前有臨時在該路口裝設聲音照相，這段時間的噪音有確實緩和，但至今已有好幾個月沒有見到單位裝設的聲音照相，故建議單位在該路口裝設聲音照相，請單位辦理回復。,1999市政信箱
114,12,114/12/18,板橋區,未註明,板橋區 板橋 / 大觀路一段往大觀路一段28巷,1,J251218-4345,板橋區 大觀路一段往大觀路一段28巷 另該路段28巷是校區，除了有大貨車、聯結車之外，還有非常多改排氣管、飆車的汽車、機車車輛囂張跋扈無法可管，請相關單位協助加強勸導以及處理，是否校區附近可設為寧靜區域? 針對排氣管噪音現今應有法可開罰，希望能協助排除狀況！,1999市政信箱
114,12,114/12/18,三重區,未註明,三重區 改車噪音也是一路,1,J251218-4512,一般噪音管制現行是10:00-翌日7:00，這他媽上個世紀不依現實狀況修正，不要說我是醫生這身份，近年來排班跟輪班工作者越來越多，需要早起的工作也不少，那些畜生不分早晚捶牆撞地板的製造噪音、改車噪音也是一路跑，這些廢物不嚴罰是要正常人怎麼休息？還是說這也是等誰受不了了通通殺光你們才覺得嚴重？,1999市政信箱
114,12,114/12/18,三重區,夜間,三重區 元信二街與環河路二段路,1,J251216-4543,三重仁義重劃區 元信二街與環河路二段路口 這邊晚上9點過後時常有改裝車呼嘯而過 機車排氣管的改裝與汽車排氣管改裝還會發出鞭炮聲 有時後還會來回繞個2-3圈！ 房子已經是氣密窗了。但是小孩還是被像鞭炮聲的改裝車嚇醒！,1999市政信箱
114,12,114/12/19,中和區,夜間,中和區 中和區興南路二段159巷 / 這附近道路,1,J251219-4518,中和區興南路二段159巷附近往烘爐地方向，凌晨12點到3點間經常有改裝汽機車深夜呼嘯而過，噪音嚴重影響居民睡眠，尤其每到周末假日，情況更為嚴重，有些車輛還會不斷來回擾民，這附近道路明明設有分貝取締的標誌，但好像沒任何作用，是否僅為警告用，而沒實裝? 另外能不定時於周末進行道路臨檢嗎?希望相關單位能進行有效措施，阻止飆車族騷擾居民安寧。,1999市政信箱
114,12,114/12/19,樹林區,未註明,樹林區 樹林區佳園路三段上靠近農改場一帶道路 / 且連遠離道路,1,H251219-2090,樹林區佳園路三段上靠近農改場一帶道路，近期於23、24點過後會頻傳出疑似車輛試車或競速等所生的劇烈引擎與排氣管噪音聲響，且連遠離道路外的住家都能聽到明顯聲響與迴聲，嚴重引發擾鄰。故請有關單位協助查處和改善此情。,1999市政信箱
114,12,114/12/20,烏來區,未註明,烏來區 烏來區溫泉街,1,H251220-2246,烏來區溫泉街80號「7-ELEVEN、那魯灣門市」，該店家前方經常於晚間22:00開始有改裝汽機車行經，產生噪音擾鄰，請單位加強巡邏。,1999市政信箱
114,12,114/12/20,中和區,未註明,中和區 經中和區秀朗橋,1,H251219-2351,民眾12/19 23:15騎車(車號:PCH-7771)經中和區秀朗橋、往新店方向，遇警方與環保局臨檢噪音，一名男性環保局人員(身著環保局背心、黑衣灰褲)一直看民眾機車排氣管，民眾告知排氣管為全原廠，該員語氣不佳回「我可以直接讓你到廠臨檢」等語，民眾感到被恐嚇，要求人員親自致電道歉，並要告知姓名與電話，若12/23前未接到回覆，將尋求民意代表協助，請單位知悉。,1999市政信箱
114,12,114/12/20,淡水區,夜間,淡水區 之前也反應過晚上很多人在中山北路這邊開著改過排氣管的車一路,1,J251220-4295,之前也反應過晚上很多人在中山北路這邊開著改過排氣管的車一路飆 雖然不是飆車，但也只是性質不是飆車本質上就是在飆車,1999市政信箱
114,12,114/12/21,鶯歌區,夜間,鶯歌區 鶯桃路 / 每天晚上睡眠時段,1,J251221-4288,鶯歌區 鶯桃路137號（台北鄉城社區） 案件地址周遭皆為住宅區，有不少的老人小孩，但是整天下來，能聽到不少的汽機車發出的噪音，每天晚上睡眠時段平均都有兩次！望市長及市府團隊可以幫忙改善或取締！,1999市政信箱
114,12,114/12/22,三重區,夜間,三重區 三重區水漾路二段,1,J251222-4272,三重區水漾路二段 這邊晚上都有重機或是汽車飆過去很大的噪音音浪 可否雙向都裝噪音取締的裝置,1999市政信箱
114,12,114/12/22,板橋區,未註明,板橋區 板橋區縣民大道一段 / 南雅南路二段,1,H251222-2182,板橋區縣民大道一段3號「萬喜園」社區，該社區周圍、南雅南路二段、版城路，常有改裝車輛於此飆車，請單位於此加裝科技執法，保障民眾安寧。,1999市政信箱
114,12,114/12/22,三峽區,夜間,三峽區 三峽區大同路,1,H251222-2007,三峽區大同路57號一帶，長期於晚間22時到隔日凌晨1時有改裝車行駛致噪音擾鄰，故請單位加強取締。,1999市政信箱
114,12,114/12/23,淡水區,夜間,淡水區 新市一路一段 / 現在新市一路一段,1,J251223-4416,新市一路一段 現在晚上常常還有飆車族 摩托車超大聲 不然增加兩個噪音取締也好 現在新市一路一段治安越來越差 多次反映無效!!!!!!! 已經反映一年以上了 沒看到有警察來抓  淡江大橋開通後 保證更吵更嚴重 2.另外假日 下午 到晚上 都有很多人在新北市淡水區新市一路一段79號外面抽菸亂丟菸,1999市政信箱
114,12,114/12/23,三重區,夜間,三重區 三重區重新路四段93巷 / 多為捷運路22巷往重新路四段,1,J251223-4537,三重區重新路四段93巷(多為捷運路22巷往重新路四段方向機車)，每天從早到晚一大堆機車呼嘯而過，尤其是下班時間5點一路吵到半夜11~12點，巷弄噪音更容易因為空間小反射更被放大音量，新法罰10倍不抓有甚麼用，就不能在這邊設立噪音科技執法嗎?,1999市政信箱
114,12,114/12/23,蘆洲區,未註明,蘆洲區 檢舉蘆洲區九芎街,1,J251223-4306,檢舉蘆洲區九芎街86號機車行涉嫌無照非法營業，並長期由經營者帶頭拉轉改裝車噪音擾民案。,1999市政信箱
114,12,114/12/24,三重區,夜間,三重區 新北市三重區忠孝路二段 / 力行路一段與自強路二段,1,J251224-4365,新北市三重區忠孝路二段(力行路一段與自強路二段之間)，因道路筆直且綠燈秒數較長，常有汽機車會於該路段大聲呼嘯而過，又兩旁社區樓層高度皆較高，使噪音的影響更為嚴重，尤其半夜時也時常聽到機車飆車的聲音，希望能在該路段增加科技執法取締噪音。 已知於三重商工該處的忠孝路二段上有標示有科技執法取締噪音的告示牌，希望能將取締範圍擴大到力行路一段與自強路二段之間的忠孝路二段上。,1999市政信箱
114,12,114/12/24,鶯歌區,未註明,鶯歌區 建請於鶯歌區中正三路及環河路交叉口處2路段,1,J251224-4194,建請於鶯歌區中正三路及環河路交叉口處2路段停等紅綠燈處增設噪音科技執法設備與雙向降低車速及音量告示牌，以改善改裝車輛長期擾民之噪音與超速問題，並請加強稽查。,1999市政信箱
114,12,114/12/24,板橋區,夜間,板橋區 環河西路四段 / 文小預定地路段,1,J251224-4029,我們是住在江翠重劃區住戶（文中小學預定地一帶）， 一直以來，台64於 環河西路四段（文小預定地 區塊） 半夜0點～4點都頻繁出現 有改裝車或紅牌重機於台64 文小預定地路段，高速試車飆速製造噪音問題； 即使新建案，且都靠近華江八路，有隔音窗同樣能半夜聽到巨大引擎嘶吼聲。  懇請貴單位評估於該路段同樣評估實施 區間測速 ＋測速照相 甚至噪音監測以維護道路與生活品質,1999市政信箱
114,12,114/12/27,五股區,夜間,五股區 五股成泰路三段 / 新城八路,1,J251227-4367,五股成泰路三段、新城八路、新五路三段及二段路段在半夜經常會有不定期的改裝車故意踩油門，讓排氣管炸音或是發出非常大的噪音，但是因為車子很快就開走，就算報警也來不及抓。,1999市政信箱
114,12,114/12/28,板橋區,未註明,板橋區 板橋 / 華翠大橋,1,H251228-2181,板橋區「華翠大橋」上，一般車輛行經時產生之24小時噪音已嚴重影響縣民大道三段103巷附近居民安寧，請單位查處研議改善方法。 (民眾要求先電話回復再電子郵件回復),1999市政信箱
114,12,114/12/28,新店區,夜間,新店區 新店區錦秀路11巷 / 該該路,1,H251228-2176,新店區錦秀路11巷12號，該該路口長期不定期於晚上8點後至翌日凌晨有改裝車汽、機車行經徘徊，所生之噪音嚴重擾鄰，建議於該路段加裝聲音照相科技執法設備或增加噪音臨檢站，以遏止及取締車輛。,1999市政信箱
114,12,114/12/28,三重區,夜間,三重區 三重區正義南路 / 整路,1,H251228-2006,三重區正義南路，整路每日晚間22:00至隔日凌晨02:00，經常有改裝車疾駛經過、發出引擎噪音，請警方與環保局一併加強取締。,1999市政信箱
114,12,114/12/29,新莊區,夜間,新莊區 新莊區八德街95巷,1,J251229-4582,新莊區八德街95巷排氣管噪音嚴重，深夜排氣管噪音仍頻繁，嚴重影響居民生活品質，建議可以設置噪音取締,1999市政信箱
114,12,114/12/29,新店區,未註明,新店區 小弟我是住在新店區中正路302巷靠近302巷 / 近年來由於302巷,1,J251229-4453,市長您好，小弟我是住在新店區中正路302巷靠近302巷8弄附近的住戶，已在這邊住了將近10年。  近年來由於302巷一直拓寬，所以車流量越來越大，雖是巷弄但許多車的車速也非常快，再加上很多是改裝車，所以車輛噪音的問題越來越嚴重，尤其是尖峰時段。  希望市長能幫忙協助申請，在302巷及302巷8弄這個路口，設立科技執法檢舉超速的車輛以及發出噪音的車輛，或是至少能設立警告標語，提醒巷弄超速罰款1200元，再不然就是設立減速丘等設施。  在中正路302巷及中正路328巷42弄的路口(交通公園的一角)時，看到有新增設告示牌如圖三，不曉得302巷及302巷8弄這個路口是否也能安裝？或是能安裝圖一及圖二的標誌。  小弟日常生活被車輛噪音影響很大，讓人不堪其擾，,1999市政信箱
114,12,114/12/29,淡水區,夜間,淡水區 有機車暴走族在淡水自強路80巷 / 已經有好長一段,1,J251229-4166,12月28日（日）凌晨12點多，有機車暴走族在淡水自強路80巷全家附近聚集，他們把消音器拔掉把全家當作集合地點，機車啟動還故意猛加油門整個社區噪音吵鬧不止，聚集者大聲喧鬧住戶苦不堪言；直到凌晨一點多有警方來才漸漸散去。這批人改裝機車拔掉消音器三不五時半夜就來，已經有好長一段時間； 另外台北市大度路汽車跟機車中間分隔最近在拆除，馬路又變寬會不會重蹈多年前的大度路飆車事件，請相關單位能夠有對策。,1999市政信箱
114,12,114/12/29,泰山區,夜間,泰山區 泰山區文化街,1,H251229-2006,泰山區文化街18號一帶，經常於凌晨零時左右有改裝排氣管車輛飆車噪音，請單位設置攔檢站、加強取締。,1999市政信箱
114,12,114/12/30,中和區,未註明,中和區 保健路10巷 / 最近常有一些年輕人在巷,1,J251230-4618,中和區 保健路10巷3弄 最近常有一些年輕人在巷口聚集，有的是有改過排氣管聲音很大聲，希望警察巡邏的時候也可以把這裡列為重點取締，謝謝,1999市政信箱
114,12,114/12/30,土城區,夜間,土城區 員福街 / 福祥街,1,J251230-4332,土城區 員福街一帶(福祥街口、中華路口)您好，本人為員福街居民，由於員福街銜接中華路與擺接堡路，平日車流量龐大。雖然住戶皆能體諒日間交通繁忙，但每逢深夜時分 (約23時後)，常有汽機車高速疾駛產生巨大噪音，嚴重干擾居民作息。  特別是在員福街往中華路方向、過福祥街口後的路段，部分駕駛為搶過中華路口綠燈，往往加速衝刺。由於深夜背景音較安靜，車輛加速聲對低樓層住戶造成極大困擾。  為改善此狀況，建請相關單位評估以下措施： 1. 於該路段增設噪音自動偵測執法設備 (科技執法)。 2. 設置提醒減速及降低音量之告示牌，以收勸導之效。 3. 建請評估深夜時段交通號誌之連鎖性，避免車輛為趕綠燈而加速。,1999市政信箱
